company,job_title,job_type,experience_level,skills,skills_list,combined_text,combined_cleaned
DoubleVerify,jr crm data quality specialist,Full Time,Entry-level,"['data governance', 'finance', 'research', 'data quality']","['data governance', 'finance', 'research', 'data quality']","jr crm data quality specialist Entry-level ['data governance', 'finance', 'research', 'data quality']",jr crm data quality specialist entry level data governance finance research data quality
Pure Integration,senior data analyst,Full Time,Senior-level,"['data analysis', 'computer science', 'data quality', 'engineering', 'consulting firm', 'consulting']","['data analysis', 'computer science', 'data quality', 'engineering', 'consulting firm', 'consulting']","senior data analyst Senior-level ['data analysis', 'computer science', 'data quality', 'engineering', 'consulting firm', 'consulting']",senior data analyst senior level data analysis computer science data quality engineering consulting firm consulting
SAP Fioneer,data management consultant banking (f/d/m) financial services data platform fsdm,Full Time,Mid-level,"['mysql', 'data management', 'banking', 'sql']","['mysql', 'data management', 'banking', 'sql']","data management consultant banking (f/d/m) financial services data platform fsdm Mid-level ['mysql', 'data management', 'banking', 'sql']",data management consultant banking f d m financial services data platform fsdm mid level mysql data management banking sql
Appen,"director, artificial intelligence (ai)",Full Time,Executive-level,"['finance', 'gans', 'gcp', 'aws', 'computer science', 'azure']","['finance', 'gans', 'gcp', 'aws', 'computer science', 'azure']","director, artificial intelligence (ai) Executive-level ['finance', 'gans', 'gcp', 'aws', 'computer science', 'azure']",director artificial intelligence ai executive level finance gans gcp aws computer science azure
Cyberlogic,intermediate bi developer,Full Time,Mid-level,"['data governance', 'architecture', 'databricks', 'computer science', 'azure', 'business intelligence']","['data governance', 'architecture', 'databricks', 'computer science', 'azure', 'business intelligence']","intermediate bi developer Mid-level ['data governance', 'architecture', 'databricks', 'computer science', 'azure', 'business intelligence']",intermediate bi developer mid level data governance architecture databricks computer science azure business intelligence
Experian,senior business intelligence analyst,Full Time,Senior-level,"['data analytics', 'athena', 'aws', 'computer science', 'data quality', 'business intelligence']","['data analytics', 'athena', 'aws', 'computer science', 'data quality', 'business intelligence']","senior business intelligence analyst Senior-level ['data analytics', 'athena', 'aws', 'computer science', 'data quality', 'business intelligence']",senior business intelligence analyst senior level data analytics athena aws computer science data quality business intelligence
Publicis Groupe,data analyst,Full Time,Senior-level,"['ecommerce', 'data analytics', 'databricks', 'big data', 'computer science', 'economics']","['ecommerce', 'data analytics', 'databricks', 'big data', 'computer science', 'economics']","data analyst Senior-level ['ecommerce', 'data analytics', 'databricks', 'big data', 'computer science', 'economics']",data analyst senior level ecommerce data analytics databricks big data computer science economics
Peloton,staff machine learning engineer,Full Time,Senior-level,"['b testing', 'cassandra', 'aws', 'computer science', 'a', 'computer vision', 'airflow']","['b testing', 'cassandra', 'aws', 'computer science', 'a', 'computer vision', 'airflow']","staff machine learning engineer Senior-level ['b testing', 'cassandra', 'aws', 'computer science', 'a', 'computer vision', 'airflow']",staff machine learning engineer senior level b testing cassandra aws computer science a computer vision airflow
Fleetio,data analyst (remote),Full Time,Mid-level,"['data warehousing', 'dagster', 'databricks', 'bigquery', 'business intelligence', 'elt']","['data warehousing', 'dagster', 'databricks', 'bigquery', 'business intelligence', 'elt']","data analyst (remote) Mid-level ['data warehousing', 'dagster', 'databricks', 'bigquery', 'business intelligence', 'elt']",data analyst remote mid level data warehousing dagster databricks bigquery business intelligence elt
Civis Analytics,lead applied data scientist (experience with media mix modeling),Full Time,Senior-level,"['causal inference', 'computer science', 'data visualization', 'engineering', 'consulting', 'economics']","['causal inference', 'computer science', 'data visualization', 'engineering', 'consulting', 'economics']","lead applied data scientist (experience with media mix modeling) Senior-level ['causal inference', 'computer science', 'data visualization', 'engineering', 'consulting', 'economics']",lead applied data scientist experience with media mix modeling senior level causal inference computer science data visualization engineering consulting economics
NBCUniversal,data engineer i,Full Time,Senior-level,"['data pipelines', 'big data', 'aws', 'computer science', 'devops', 'engineering']","['data pipelines', 'big data', 'aws', 'computer science', 'devops', 'engineering']","data engineer i Senior-level ['data pipelines', 'big data', 'aws', 'computer science', 'devops', 'engineering']",data engineer i senior level data pipelines big data aws computer science devops engineering
Experian,cloud database analyst,Full Time,Senior-level,"['snowflake', 'gcp', 'big data', 'sql', 'aws', 'computer science']","['snowflake', 'gcp', 'big data', 'sql', 'aws', 'computer science']","cloud database analyst Senior-level ['snowflake', 'gcp', 'big data', 'sql', 'aws', 'computer science']",cloud database analyst senior level snowflake gcp big data sql aws computer science
Freeform,senior machine learning engineer,Full Time,Senior-level,"['deep learning', 'cassandra', 'architecture', 'big data', 'data mining', 'computer science']","['deep learning', 'cassandra', 'architecture', 'big data', 'data mining', 'computer science']","senior machine learning engineer Senior-level ['deep learning', 'cassandra', 'architecture', 'big data', 'data mining', 'computer science']",senior machine learning engineer senior level deep learning cassandra architecture big data data mining computer science
Foxintelligence,junior data analyst,Full Time,Mid-level,"['power bi', 'r', 'data management', 'python', 'classification', 'consulting']","['power bi', 'r', 'data management', 'python', 'classification', 'consulting']","junior data analyst Mid-level ['power bi', 'r', 'data management', 'python', 'classification', 'consulting']",junior data analyst mid level power bi r data management python classification consulting
Visa,financial data analyst,Full Time,Senior-level,"['power bi', 'finance', 'data analytics', 'excel', 'data visualization', 'phd']","['power bi', 'finance', 'data analytics', 'excel', 'data visualization', 'phd']","financial data analyst Senior-level ['power bi', 'finance', 'data analytics', 'excel', 'data visualization', 'phd']",financial data analyst senior level power bi finance data analytics excel data visualization phd
Publicis Groupe,data engineer,Full Time,No Experience,"['etl', 'data pipelines', 'apis', 'computer science', 'azure', 'engineering']","['etl', 'data pipelines', 'apis', 'computer science', 'azure', 'engineering']","data engineer No Experience ['etl', 'data pipelines', 'apis', 'computer science', 'azure', 'engineering']",data engineer no experience etl data pipelines apis computer science azure engineering
GRAIL,staff clinical data manager 3073,Full Time,Senior-level,"['biology', 'data management', 'gcp', 'computer science', 'data visualization', 'data quality']","['biology', 'data management', 'gcp', 'computer science', 'data visualization', 'data quality']","staff clinical data manager 3073 Senior-level ['biology', 'data management', 'gcp', 'computer science', 'data visualization', 'data quality']",staff clinical data manager 3073 senior level biology data management gcp computer science data visualization data quality
Motorway,hr data analyst,Full Time,No Experience,"['research', 'data analysis']","['research', 'data analysis']","hr data analyst No Experience ['research', 'data analysis']",hr data analyst no experience research data analysis
Sia Partners,consultant in data science,Full Time,Entry-level,"['finance', 'big data', 'econometrics', 'machine learning', 'consulting firm', 'consulting']","['finance', 'big data', 'econometrics', 'machine learning', 'consulting firm', 'consulting']","consultant in data science Entry-level ['finance', 'big data', 'econometrics', 'machine learning', 'consulting firm', 'consulting']",consultant in data science entry level finance big data econometrics machine learning consulting firm consulting
