company,job_title,job_type,experience_level,skills
Wallbox,data analyst intern,Internship,Entry-level,"['sql', 'machine learning', 'engineering', 'mathematics', 'economics']"
"UWorld, LLC",data engineer,Full Time,Mid-level,"['ansible', 'agile', 'apis', 'architecture', 'aws', 'azure']"
Assembly,data analyst,Full Time,Entry-level,"['etl', 'power bi', 'tableau', 'ecommerce', 'sql', 'looker']"
Hitachi Solutions,data engineer with databricks - empower (remote/costa rica-based),Full Time,Senior-level,"['architecture', 'big data', 'databricks', 'aws', 'azure', 'airflow']"
Version 1,databricks and scala engineer geospatial,Full Time,Senior-level,"['agile', 'apis', 'databricks', 'aws', 'azure', 'consulting']"
Lyft,"software engineer, data platform",Full Time,Senior-level,"['architecture', 'aws', 'azure', 'distributed systems', 'engineering', 'docker']"
Publicis Groupe,senior manager data engineering,Full Time,Senior-level,"['agile', 'bigtable', 'architecture', 'bigquery', 'aws', 'azure']"
84.51°,senior data engineer (p3949),Full Time,Senior-level,"['agile', 'business analytics', 'cassandra', 'architecture', 'big data', 'azure']"
Vattenfall,junior data engineer customer analytics,Full Time,Entry-level,"['agile', 'databricks', 'data warehouse', 'computer science', 'azure', 'devops']"
Shield AI,"chief engineer, autonomy (r2020)",Full Time,Executive-level,"['architecture', 'computer science', 'robotics', 'machine learning', 'engineering']"
Komodo Health,senior research data analyst,Full Time,Senior-level,"['research', 'genetics', 'python', 'git', 'pipelines', 'r']"
Sportradar,sport data operator,Full Time,Entry-level,"['streaming', 'slam', 'data quality']"
KPMG Australia,associate director artificial intelligence lead kpmg futures,Full Time,Mid-level,"['research', 'testing', 'finance']"
NobleAI,research scientist,Full Time,Mid-level,"['biology', 'deep learning', 'computer science', 'keras', 'machine learning', 'chemistry']"
iOLAP,data engineering manager,Full Time,No Experience,"['agile', 'azure', 'aws', 'data quality', 'engineering', 'consulting']"
Clari,principal engineer - data integrations,Full Time,Senior-level,"['data analytics', 'architecture', 'big data', 'data warehouse', 'aws', 'engineering']"
better earth,python engineer - machine learning specialist (remote),Full Time,Mid-level,"['agile', 'apis', 'cad', 'aws', 'azure', 'engineering']"
Kensho,senior applied scientist - document intelligence,Full Time,Senior-level,"['huggingface', 'aws', 'dataops', 'airflow', 'engineering', 'docker']"
Riskified,"data analyst, go live",Full Time,No Experience,"['ecommerce', 'computer science', 'machine learning', 'ml models', 'mathematics', 'economics']"
SESAMm,senior data scientist (m/f),Full Time,Senior-level,"['deep learning', 'banking', 'data analysis', 'aws', 'feature engineering', 'engineering']"
Kyruus,data engineer,Full Time,No Experience,"['data pipelines', 'bigquery', 'aws', 'data visualization', 'azure', 'business intelligence']"
Bosch Group,researcher/senior researcher natural language processing and text analytics,Full Time,Senior-level,"['bert', 'deep learning', 'architecture', 'computer science', 'classification', 'engineering']"
Nawy Real Estate,data scientist,Full Time,Entry-level,"['b testing', 'data analysis', 'data mining', 'computer science', 'machine learning', 'data visualization', 'a']"
"AppZen, Inc.",data scientist,Full Time,Senior-level,"['causal inference', 'finance', 'computer science', 'machine learning', 'data quality', 'engineering']"
OKX,"data analyst (customer service industry, mandarin support)",Full Time,Senior-level,"['data analysis', 'cx', 'excel', 'data quality', 'python', 'blockchain']"
Publicis Groupe,manager data strategy,Full Time,Mid-level,"['agile', 'architecture', 'data analytics', 'cluster analysis', 'cx', 'consulting']"
Vosker,"business partner, data analysis",Full Time,Executive-level,"['mathematics', 'data analysis', 'computer science', 'excel', 'business intelligence', 'engineering']"
Fender,data engineer - remote,Full Time,Senior-level,"['agile', 'architecture', 'big data', 'aws', 'computer science', 'airflow']"
Sportradar,bi analyst,Full Time,No Experience,"['power bi', 'data management', 'data analytics', 'excel', 'qlik', 'business intelligence']"
Angkas,data analyst,Full Time,Mid-level,"['agile', 'data management', 'data studio', 'data visualization', 'data quality', 'business intelligence']"
Angkas,data engineer,Full Time,Mid-level,"['agile', 'data pipelines', 'architecture', 'big data', 'aws', 'computer science']"
Pythian,marketing data analyst,Full Time,No Experience,"['etl', 'b testing', 'finance', 'data analytics', 'ecommerce', 'aws', 'a']"
CIMMYT,post-doctoral fellow or associate - agronomy data scientist,Full Time,Mid-level,"['etl', 'github', 'nonprofit', 'data management', 'big data', 'computer science']"
Zeta,sr data scientist,Full Time,Senior-level,"['banking', 'chatbots', 'data analysis', 'hadoop', 'fintech', 'engineering']"
Bosch Group,researcher- computer vision,Full Time,Senior-level,"['deep learning', 'autonomous driving', 'architecture', 'computer vision', 'classification', 'engineering']"
Bosch Group,data science lead,Full Time,Entry-level,"['b testing', 'power bi', 'mathematics', 'data visualization', 'a', 'engineering', 'economics']"
Above Lending,senior data engineer,Full Time,Senior-level,"['data pipelines', 'cd', 'computer science', 'ci', 'dataops', 'airflow', 'consulting']"
Gusto,"senior data scientist, product analytics",Full Time,Senior-level,"['prototyping', 'cx', 'data visualization', 'phd', 'business intelligence', 'engineering']"
Granica,"software engineer - machine learning, granica screen",Full Time,No Experience,"['data pipelines', 'deep learning', 'data analytics', 'architecture', 'computer science', 'distributed systems']"
bunq,data engineer - trkiye,Full Time,Mid-level,"['etl', 'banking', 'aws', 'fintech', 'nlp', 'python']"
Roark Capital,senior data scientist,Full Time,Senior-level,"['agile', 'clustering', 'apis', 'computer science', 'azure', 'classification']"
Experian,machine learning engineer,Full Time,Senior-level,"['agile', 'deep learning', 'apis', 'architecture', 'aws', 'devops']"
InMobi,"sde-iii, data engineering",Full Time,Senior-level,"['data governance', 'architecture', 'big data', 'aws', 'computer science', 'azure']"
Bosch Group,oracle data modeler / pl/sql - data warehouse,Full Time,Senior-level,"['etl', 'data warehousing', 'oracle', 'data warehouse', 'data visualization', 'engineering']"
Oura Health Ltd,product data specialist (hw),Full Time,Mid-level,"['data management', 'rd', 'industrial', 'engineering', 'r']"
SparkCognition,sparkcognition director of accounting - controller,Full Time,Executive-level,"['genetics', 'banking', 'finance']"
"Turnitin, LLC",senior machine learning scientist (usa remote),Full Time,Senior-level,"['bert', 'clustering', 'apis', 'architecture', 'aws', 'classification']"
84.51°,senior data scientist (p171),Full Time,Senior-level,"['data pipelines', 'mathematics', 'architecture', 'big data', 'engineering', 'economics']"
Unit4,cloud data analyst engineer (finops),Full Time,Senior-level,"['finance', 'data analysis', 'excel', 'azure', 'devops', 'consulting']"
Veeva Systems,dataops engineer,Full Time,Senior-level,"['business analytics', 'architecture', 'databricks', 'cd', 'aws', 'ci', 'airflow']"
UK Atomic Energy Authority,robotic research engineer - mechatronics,Full Time,No Experience,"['research', 'matlab', 'robotics', 'phd', 'python', 'engineering']"
Tesco Bengaluru,manager - applied data scientist,Full Time,Senior-level,"['finance', 'cx', 'machine learning', 'engineering', 'python', 'mathematics']"
Amazon.com,"/business intelligence engineer, japan operations finance",Full Time,Senior-level,"['agile', 'architecture', 'big data', 'cd', 'aws', 'ci', 'business intelligence']"
Simple Machines,senior data engineer - (christchurch),Full Time,Senior-level,"['avro', 'big data', 'athena', 'bigquery', 'aws', 'azure']"
Shift Technology,senior software engineer - data architecture skills,Full Time,Senior-level,"['research', 'ms sql', 'architecture', 'oop', 'python', 'engineering']"
Publicis Groupe,"bi developer, analytics",Full Time,Senior-level,"['agile', 'data warehousing', 'architecture', 'data analysis', 'data visualization', 'business intelligence']"
Publicis Groupe,superviso de business intelligence (foco em mdia/comunicao),Full Time,No Experience,"['power bi', 'gcp', 'bigquery', 'javascript', 'excel', 'business intelligence']"
Outrider,"senior manager, perception deep learning",Full Time,Senior-level,"['research', 'deep learning', 'machine learning', 'python', 'engineering']"
Uni Systems,sme consultant for data analytics,Full Time,Mid-level,"['data management', 'banking', 'security', 'data analytics', 'computer science']"
STEMBoard,senior data strategist,Full Time,Mid-level,"['ai governance', 'data management', 'apis', 'architecture', 'computer science', 'consulting']"
dentsu international,data scientist,Full Time,Executive-level,"['causal inference', 'ecommerce', 'data analytics', 'machine learning', 'engineering', 'economics']"
Tabeo Ltd.,data engineer,Full Time,Mid-level,"['finance', 'architecture', 'bigquery', 'gcp', 'fintech', 'airflow']"
Aize AS,data analyst (oslo-based),Full Time,No Experience,"['agile', 'data pipelines', 'apis', 'databricks', 'azure', 'engineering']"
KMS Technology,senior ai engineer,Full Time,Senior-level,"['deep learning', 'data analysis', 'javascript', 'healthcare technology', 'computer vision', 'consulting']"
Simple Machines,sql data engineers,Full Time,Mid-level,"['avro', 'architecture', 'bigquery', 'data quality', 'airflow', 'engineering']"
Sword,subsurface data manager,Full Time,Mid-level,"['agile', 'data management', 'consulting', 'data quality']"
Capco,senior data analyst with python sql - ms- bangalore,Full Time,Senior-level,"['etl', 'agile', 'banking', 'finance', 'data analysis', 'engineering']"
Enpal B.V.,data analyst supply chain management (f/m/d),Full Time,Entry-level,"['kpis', 'finance', 'excel', 'data visualization', 'business intelligence', 'economics']"
Upgrade,senior data quality developer,Full Time,Senior-level,"['agile', 'data pipelines', 'banking', 'data quality', 'airflow', 'docker']"
Employment Hero,remote intermediate fullstack engineer (ai team),Full Time,Mid-level,"['agile', 'apis', 'computer science', 'aws', 'api development', 'ec2']"
Kuda Technologies Ltd,ios engineer (dubai),Full Time,Mid-level,"['apis', 'computer science', 'ux', 'finance']"
Ocorian,business intelligence data strategist,Full Time,No Experience,"['agile', 'data governance', 'data management', 'data strategy', 'computer science', 'business intelligence']"
Vattenfall,data engineer customer analytics,Full Time,No Experience,"['agile', 'databricks', 'data warehouse', 'computer science', 'azure', 'devops']"
Issuu,sr bi analyst,Full Time,Senior-level,"['tableau', 'business analytics', 'sql', 'looker', 'python', 'r']"
Pendulum,data scientist generalist,Full Time,Senior-level,"['biology', 'b testing', 'eda', 'data analysis', 'computer science', 'a', 'engineering']"
Cision,business intelligence analyst - sales operations,Full Time,No Experience,"['data governance', 'power bi', 'finance', 'genetics', 'architecture', 'business intelligence']"
Intevity,senior developer - data engineer (aws/python/node),Full Time,Senior-level,"['agile', 'architecture', 'aws', 'ec2', 'engineering', 'consulting']"
Amazon.com,data engineer,Full Time,Senior-level,"['data pipelines', 'architecture', 'big data', 'aws', 'data quality', 'business intelligence']"
Clarity AI,senior data scientist nlp,Full Time,Mid-level,"['banking', 'clustering', 'big data', 'classification', 'airflow', 'consulting']"
Allegro,data analyst (allegro pay),Full Time,Senior-level,"['b testing', 'clustering', 'bigquery', 'data studio', 'a', 'airflow', 'consulting']"
WWC Global,data analyst (dea),Full Time,Entry-level,"['security', 'data analysis', 'consulting']"
Aircall,senior data engineer,Full Time,Senior-level,"['architecture', 'dynamodb', 'athena', 'aws', 'computer science', 'airflow']"
Phaidra,ai research engineer,Full Time,Senior-level,"['gitlab', 'deep learning', 'gcp', 'computer science', 'engineering', 'docker']"
InDebted,data analyst,Full Time,No Experience,"['data analysis', 'azure', 'aws', 'computer science', 'data visualization', 'data quality']"
Wunderman Thompson Commerce,data engineer,Full Time,No Experience,"['agile', 'apis', 'athena', 'aws', 'azure', 'airflow']"
Phaidra,ai research scientist,Full Time,Senior-level,"['gitlab', 'deep learning', 'architecture', 'gcp', 'industrial', 'docker']"
MATCHESFASHION,html developer,Full Time,Mid-level,"['javascript', 'ruby', 'testing']"
William Osler Health System,"manager, business operations - diagnostic imaging and laboratory",Full Time,Senior-level,"['business analytics', 'data analysis', 'data quality', 'statistics', 'engineering']"
